pickup_year,pickup_month,pickup_day,pickup_dayofweek,pickup_time,pickup_location_code,dropoff_location_code,trip_distance,trip_length,fare_amount,fees_amount,tolls_amount,tip_amount,total_amount,payment_type
2016,1,5,2,2,4,2,18.8,2403,52,0.8,0,12,64.8,1
2016,1,5,2,2,4,3,12.3,1718,36.5,0.8,5.54,8.55,51.39,1
2016,1,5,2,2,2,1,11.26,1826,34,0.8,0,0,34.8,2
2016,1,5,2,2,3,4,8.38,1238,25.5,0.8,5.54,6.37,38.21,1
2016,1,5,2,2,4,2,17.45,1887,52,0.8,0,10.56,63.36,1
2016,1,5,2,2,3,4,15.36,2046,43.5,0.8,5.54,9.97,59.81,1
2016,1,5,2,2,3,4,9.5,1234,28,0.8,5.54,6.87,41.21,1
2016,1,5,2,2,3,4,10.95,2003,34,0.8,5.54,7,47.34,1
2016,1,5,2,2,4,2,16.83,1743,52,0.8,5.54,11.67,70.01,1
2016,1,5,2,2,3,4,10.13,2179,36,0.8,0,7.36,44.16,1
2016,1,5,2,2,4,3,13,1938,40,0.8,0,5,45.8,1
2016,1,5,2,2,3,6,5.2,887,17.5,0.8,0,3.66,21.96,1
2016,1,5,2,2,3,4,10.8,2600,37,0.8,5.54,4,47.34,1
2016,1,22,5,3,4,2,18.04,4031,52,0.8,5.54,11.67,70.01,1
2016,1,22,5,3,2,2,0.01,45,52,0.8,5.54,11.67,70.01,1
2016,1,22,5,3,2,4,19.2,4556,52,0.8,5.54,11.67,70.01,1
2016,1,22,5,3,3,6,7.06,2102,27,0.8,0,5.56,33.36,1
2016,1,22,5,3,2,6,13.6,2408,43,0.8,0,8.75,52.55,1
2016,1,22,5,3,2,6,7.44,3496,41.5,0.8,0,0,42.3,2
2016,1,22,5,3,3,4,7.7,2709,32,0.8,0,0,32.8,2
2016,1,22,5,3,4,3,10.61,1671,32.5,0.8,5.54,7.77,46.61,1
2016,1,22,5,3,2,4,20.9,3907,52,0.8,5.54,11.65,69.99,1
2016,1,22,5,3,2,4,16.7,2544,52,0.8,5.54,11.65,69.99,1
2016,1,22,5,3,4,3,7.8,1164,23.5,0.8,5.54,0,29.84,2
2016,1,22,5,3,4,3,8.29,1288,25,0.8,5.54,0,31.34,2
2016,1,22,5,3,4,3,9.34,1826,29.5,0.8,5.54,0,35.84,2
2016,1,22,5,3,3,4,7.15,2485,29,0.8,5.54,0,35.34,2
2016,1,22,5,3,3,1,7.9,2426,32,0.8,0,8.2,41,1
2016,1,22,5,3,3,4,9.42,1762,30,0.8,5.54,0,36.34,2
2016,1,22,5,3,4,3,10.4,1743,32.5,0.8,5.54,5,43.84,1
2016,1,22,5,3,4,3,14.6,2304,43.5,0.8,5.54,9.97,59.81,1
2016,1,22,5,3,4,3,9.05,1542,27,0.8,5.54,6.67,40.01,1
2016,1,22,5,3,2,4,17,3283,52,0.8,5.54,17.5,75.84,1
2016,1,22,5,3,3,2,11.39,1610,31.5,0.8,0,6.46,38.76,1
2016,1,22,5,3,3,4,10.49,4407,45.5,0.8,0,0,46.3,2
2016,1,22,5,3,2,2,0,15,52,0.8,5.54,5,63.34,1
2016,1,22,5,3,4,3,11.55,1797,34.5,0.8,5.54,8.17,49.01,1
2016,1,22,5,3,2,2,23,1,2.5,0.8,0,0,3.3,2
2016,1,22,5,3,4,3,11.2,1539,32.5,0.8,5.54,0,38.84,2
2016,1,22,5,3,4,3,7.74,867,22,0.8,5.54,7.08,35.42,1
2016,1,22,5,3,4,3,9.4,1697,28.5,0.8,5.54,6.95,41.79,1
2016,1,22,5,3,2,4,21.8,6280,52,0.8,0,0,52.8,2
2016,1,22,5,3,3,4,9.97,2763,34.5,0.8,5.54,10.21,51.05,1
2016,1,22,5,3,4,2,16.9,4333,52,0.8,5.54,10,68.34,1
2016,1,22,5,3,2,1,17.1,3005,51,0.8,0,10.35,62.15,1
2016,1,22,5,3,3,4,8.97,2580,34,0.8,5.54,4,44.34,1
2016,1,22,5,3,2,2,0,24,80,0.3,0,3.33,83.63,1
2016,1,22,5,3,4,3,9.8,3015,37.5,0.8,5.54,10.95,54.79,1
2016,1,22,5,3,4,3,8.14,1282,25,0.8,5.54,9.4,40.74,1
2016,1,22,5,3,3,4,8.61,2866,34,0.8,5.54,8.07,48.41,1
2016,1,22,5,3,4,3,9.9,1570,31,0.8,5.54,5,42.34,1
2016,1,22,5,3,3,4,6.3,2826,29.5,0.8,5.54,5,40.84,1
2016,1,22,5,3,2,4,18.3,5732,52,0.8,0,0,52.8,2
2016,1,22,5,3,3,4,12,3115,42,0.8,5.54,12.05,60.39,1
2016,1,22,5,3,3,4,9.5,2979,36.5,0.8,11.08,0,48.38,2
2016,1,22,5,3,2,4,17.69,3986,52,0.8,5.54,0,58.34,2
2016,1,22,5,3,3,4,11.36,3687,44.5,0.8,5.54,10.17,61.01,1
2016,1,22,5,3,4,3,10.44,3240,39.5,0.8,5.54,13.75,59.59,1
2016,1,22,5,3,3,6,5.1,895,16.5,0.8,0,3.45,20.75,1
2016,1,22,5,3,3,1,11.7,3612,42.5,0.8,0,8.66,51.96,1
2016,1,22,5,3,3,1,12.4,4032,46.5,0.8,0,0,47.3,2
2016,1,22,5,3,3,4,9.7,3046,37,0.8,5.54,7,50.34,1
2016,1,22,5,3,2,4,18.46,4410,52,0.8,5.54,0,58.34,2
2016,1,22,5,3,4,3,11.01,2706,39.5,0.8,5.54,8,53.84,1
2016,1,22,5,3,4,3,10.29,2868,37,0.8,5.54,8.67,52.01,1
2016,1,22,5,3,4,2,16.7,4476,52,0.8,0,0,52.8,2
2016,1,22,5,3,2,1,13.5,3337,47,0.8,0,0,47.8,2
2016,1,22,5,3,3,4,9.84,2379,33,0.8,5.54,0,39.34,2
2016,1,22,5,3,3,4,10.35,3124,39.5,0.8,5.54,9.17,55.01,1
2016,1,22,5,3,4,2,21.59,4849,52,0.8,5.54,5,63.34,1
2016,1,22,5,3,2,4,19.28,4955,52,0.8,5.54,8.75,67.09,1
2016,1,22,5,3,3,4,15.1,3751,52,0.8,5.54,11.65,69.99,1
2016,1,22,5,3,3,4,12.71,2720,41,0.8,5.54,0,47.34,2
2016,1,22,5,3,3,4,12.89,2631,41,0.8,5.54,9.47,56.81,1
2016,1,22,5,3,2,6,6.65,1679,24.5,0.8,0,0,25.3,2
2016,1,22,5,3,4,3,10.48,2568,35.5,0.8,5.54,10.46,52.3,1
2016,1,22,5,3,4,3,9.9,2183,31.5,0.8,5.54,7.55,45.39,1
2016,1,22,5,3,3,4,9,2091,30.5,1.8,5.54,7.55,45.39,1
2016,1,22,5,4,4,2,18.6,5596,52,0.8,5.54,10,68.34,1
2016,1,22,5,4,3,4,12.4,3337,43,0.8,5.54,0,49.34,2
2016,1,22,5,4,4,2,15.5,3854,52,0.8,5.54,0,58.34,2
2016,1,22,5,4,3,4,10.1,2501,34.5,1.8,5.54,0,41.84,2
2016,1,22,5,4,4,3,8.63,1642,26.5,1.8,5.54,0,33.84,2
2016,1,22,5,4,3,4,10.6,80950,34,1.8,5.54,4.13,45.47,1
2016,1,22,5,4,3,1,7.14,1482,23,1.8,0,4.96,29.76,1
2016,1,22,5,4,4,2,17.48,4437,52,0.8,5.54,0,58.34,1
2016,1,22,5,4,2,6,14.6,2292,43.5,1.8,0,9.05,54.35,1
2016,1,22,5,4,2,4,18.1,4428,52,0.8,5.54,11.65,69.99,1
2016,1,22,5,4,2,1,12.04,2987,42.5,1.8,0,8.86,53.16,1
2016,1,22,5,4,4,2,19.01,4614,52,0.8,0,18,70.8,1
2016,1,22,5,4,2,4,17.83,6813,52,0.8,0,10.56,63.36,1
2016,1,22,5,4,2,4,17.42,3896,52,0.8,5.54,0,58.34,2
2016,1,22,5,4,3,4,9.6,2715,36,1.8,5.54,8.65,51.99,1
2016,1,22,5,4,2,4,18.3,3593,52,0.8,5.54,0,58.34,2
2016,1,22,5,4,4,2,19.5,5169,52,0.8,0,10.55,63.35,1
2016,1,22,5,4,4,3,9.5,2065,32,1.8,5.54,9.84,49.18,1
2016,1,22,5,4,2,1,13.32,1991,39.5,1.8,0,0,41.3,2
2016,1,22,5,4,3,4,9.47,2704,36,1.8,5.54,8.67,52.01,1
2016,1,22,5,4,3,4,10.73,2602,38,1.8,5.54,8.66,54,1
2016,1,22,5,4,4,3,9.9,1712,29,1.8,5.54,9.05,45.39,1
2016,1,22,5,4,3,0,10.1,2494,35,1.8,5.54,0,42.34,2
2016,1,22,5,4,4,3,11.15,2275,36,1.8,5.54,8.67,52.01,1
2016,1,22,5,4,3,4,8.68,1901,30,1.8,5.54,7.47,44.81,1
2016,1,22,5,4,3,4,9.8,2580,35,1.8,5.54,1,43.34,1
2016,1,22,5,4,3,4,9.04,2252,32,1.8,5.54,7.87,47.21,1
2016,1,22,5,4,6,3,5.6,2237,26,1.8,0,5,32.8,1
2016,1,22,5,4,3,4,14.7,2531,43.5,1.8,5.54,12.7,63.54,1
2016,1,22,5,4,2,4,22.14,4891,52,0.8,0,5,57.8,1
2016,1,22,5,4,2,4,18.9,5369,52,0.8,5.54,0,58.34,2
2016,1,22,5,4,4,2,15.8,4718,52,0.8,0,0,52.8,2
2016,1,22,5,4,3,4,10.83,2794,38.5,1.8,5.54,0,45.84,2
2016,1,22,5,4,3,1,13.26,4420,50,1.8,0,10,61.8,1
2016,1,22,5,4,4,3,9.02,2175,32.5,1.8,5.54,6,45.84,1
2016,1,22,5,4,3,6,4.8,1147,16,1.8,0,0,17.8,2
2016,2,13,6,2,4,3,10.29,1355,30.5,0.8,5.54,9.21,46.05,1
2016,2,13,6,2,2,6,15.4,1321,42,0.8,0,8.56,51.36,1
2016,2,13,6,2,4,3,8.98,1475,29,0.8,5.54,7.07,42.41,1
2016,2,13,6,2,3,4,10.51,1209,30,0.8,5.54,5,41.34,1
2016,2,13,6,2,4,2,17.56,1724,52,0.8,5.54,0,58.34,1
2016,2,13,6,2,3,4,9.7,1366,29.5,0.8,5.54,10.75,46.59,1
2016,2,13,6,2,4,2,17.5,2178,52,0.8,5.54,14.58,72.92,1
2016,2,13,6,2,3,1,7.66,839,22.5,0.8,0,3,26.3,1
2016,2,13,6,2,2,1,11.75,1852,36,0.8,0,6,42.8,1
2016,2,13,6,2,3,4,10.3,1555,31,0.8,5.54,0,37.34,2
2016,2,13,6,2,2,4,18.11,1978,52,0.8,5.54,11.67,70.01,1
2016,2,13,6,2,4,3,9.49,960,27,0.8,5.54,0,33.34,2
2016,2,13,6,2,2,1,19.57,2115,54.5,0.8,0,11.06,66.36,1
2016,2,13,6,2,2,4,18.51,1722,52,0.8,5.54,12,70.34,1
2016,2,13,6,2,3,0,8.74,1210,26.5,0.8,5.54,0,32.84,2
2016,2,13,6,2,4,3,7.53,1015,23,0.8,5.54,0,29.34,2
2016,2,13,6,2,3,4,8.84,1082,26,0.8,5.54,0,32.34,2
2016,2,13,6,2,4,3,9,954,26,0.8,5.54,6.45,38.79,1
2016,2,13,6,2,4,3,9,999,26,0.8,5.54,6.45,38.79,1
2016,2,13,6,2,4,3,9.4,1197,27,0.8,5.54,10,43.34,1
2016,2,13,6,2,3,6,4.6,624,15,0.8,0,3.95,19.75,1
2016,2,13,6,2,3,4,9.63,2158,34.5,0.8,0,0,35.3,2
2016,2,13,6,2,2,1,13.27,2067,40.5,0.8,0,8.26,49.56,1
2016,2,13,6,2,3,4,12.47,1495,36,0.8,5.54,0,42.34,2
2016,2,13,6,2,4,2,16.95,1740,52,0.8,5.54,0,58.34,2
2016,2,13,6,2,4,2,17.64,1799,52,0.8,0,0,52.8,2
2016,2,13,6,2,4,2,19.17,3654,52,0.8,5.54,15,73.34,1
2016,2,13,6,2,4,2,16.91,1566,52,0.8,5.54,11.67,70.01,1
2016,2,13,6,2,4,2,16.91,1555,52,0.8,5.54,0,58.34,2
2016,2,13,6,2,3,1,10.6,1298,31,0.8,0,0,31.8,2
2016,2,13,6,2,3,4,12.9,2062,40,0.8,5.54,9.25,55.59,1
2016,2,13,6,2,4,2,19.9,2121,52,0.8,0,6,58.8,1
2016,2,13,6,2,3,4,7.95,788,22.5,0.8,5.54,8.65,37.49,1
2016,2,13,6,2,3,4,9.6,1463,30.5,0.8,5.54,7.35,44.19,1
2016,2,13,6,2,4,3,8.6,884,25,0.8,5.54,6.25,37.59,1
2016,2,13,6,2,2,4,18.4,2326,52,0.8,5.54,11.65,69.99,1
2016,2,13,6,2,3,6,2.31,770,11,0.8,0,0,11.8,2
2016,2,13,6,2,4,2,17.44,2087,52,0.8,5.54,0,58.34,2
2016,2,13,6,2,2,4,21.08,2211,52,0.8,5.54,0,58.34,2
2016,2,13,6,2,3,1,11.04,1320,32,0.8,0,6.56,39.36,1
2016,2,13,6,3,4,2,18.16,2179,52,0.8,0,13.2,66,1
2016,2,13,6,3,2,4,20.93,2153,52,0.8,5.54,11.67,70.01,1
2016,2,13,6,3,4,3,8.87,1225,27,0.8,5.54,6.67,40.01,1
2016,2,13,6,3,4,2,17.16,1973,52,0.8,5.54,11.67,70.01,1
2016,2,13,6,3,3,4,9.82,1044,27.5,0.8,5.54,6.77,40.61,1
2016,2,13,6,3,4,2,17.4,1931,52,0.8,0,0,52.8,3
2016,2,13,6,3,3,4,12.41,2422,42,0.8,5.54,5,53.34,1
2016,2,13,6,3,2,4,18.96,3033,52,0.8,5.54,0,58.34,2
2016,2,13,6,3,3,6,1.3,585,8.5,0.8,0,0,9.3,2
2016,2,13,6,3,4,2,19.41,1840,52,0.8,5.54,0,58.34,2
2016,2,13,6,3,3,4,8.5,1000,24.5,0.8,5.54,0,30.84,2
2016,2,13,6,3,4,2,18.1,2666,52,0.8,0,10.56,63.36,1
2016,2,13,6,3,4,3,12.52,1895,38,0.8,5.54,8.87,53.21,1
2016,2,13,6,3,3,4,9.2,1566,29,0.8,5.54,7.05,42.39,1
2016,2,13,6,3,2,1,18.97,1907,50.5,0.8,0,10.26,61.56,1
2016,2,13,6,3,2,1,13.08,2335,40.5,0.8,0,8.26,49.56,1
2016,2,13,6,3,2,6,8.43,847,24,0.8,0,4.96,29.76,1
2016,2,13,6,3,3,4,8.8,1591,28.5,0.8,5.54,6.97,41.81,1
2016,2,13,6,3,3,4,10.97,2044,37.5,0.8,5.54,0,43.84,2
2016,2,13,6,3,3,4,10.5,1831,33.5,0.8,5.54,0,39.84,2
2016,2,13,6,3,4,2,18.13,2438,52,0.8,0,10.56,63.36,1
2016,2,13,6,3,3,4,9.88,1339,29,0.8,5.54,8.84,44.18,1
2016,2,13,6,3,3,4,12.8,1514,36.5,0.8,5.54,8.55,51.39,1
2016,2,13,6,3,4,2,18.6,1800,52,0.8,5.54,0,58.34,2
2016,2,13,6,3,4,2,17.86,2580,52,0.8,5.54,0,58.34,2
2016,2,13,6,3,2,6,16.11,1725,45,0.8,0,13.74,59.54,1
2016,2,13,6,3,2,4,16.4,1693,52,0.8,5.54,0,58.34,2
2016,2,13,6,3,2,4,17.7,2681,52,0.8,5.54,11.65,69.99,1
2016,2,13,6,3,3,4,10.32,1652,31.5,0.8,5.54,7.57,45.41,1
2016,2,13,6,3,4,2,17.4,2190,52,0.8,5.54,8,66.34,1
2016,2,13,6,3,4,2,17.35,2447,52,0.8,5.54,14.58,72.92,1
2016,2,13,6,3,4,3,12.92,1742,38,0.8,5.54,0,44.34,2
2016,2,13,6,3,4,3,10.66,945,29.5,0.8,5.54,8.96,44.8,1
2016,2,13,6,3,3,4,8.44,1374,27.5,0.8,5.54,0,33.84,1
2016,2,13,6,3,3,4,14.3,1614,40.5,0.8,5.54,9.35,56.19,1
2016,2,13,6,3,3,4,9.4,1837,31,0.8,5.54,3,40.34,1
2016,2,13,6,3,4,2,20.43,2804,52,0.8,0,0,52.8,2
2016,2,13,6,3,2,4,17.45,2262,52,0.8,5.54,14.58,72.92,1
2016,2,13,6,3,4,2,16.7,1789,52,0.8,5.54,14.55,72.89,1
2016,2,13,6,3,3,1,8.22,1621,27.5,0.8,0,6,34.3,1
2016,2,13,6,3,4,2,17.3,2172,52,0.8,5.54,0,58.34,1
2016,2,13,6,3,3,4,10.53,1873,33,0.8,5.54,7.87,47.21,1
2016,2,13,6,3,2,4,17.72,2054,52,0.8,5.54,0,58.34,1
2016,2,13,6,3,3,4,11.3,1858,34.5,0.8,5.54,0,40.84,2
2016,2,13,6,3,3,6,4.1,1043,16.5,0.8,0,0,17.3,2
2016,2,13,6,3,4,3,11.13,1457,32.5,0.8,5.54,0,38.84,2
2016,2,13,6,3,2,4,17.9,2292,52,0.8,5.54,0,58.34,2
2016,2,13,6,3,2,4,21.2,2508,52,0.8,5.54,11.67,70.01,1
2016,2,13,6,3,4,3,10.09,1242,29.5,0.8,5.54,7.17,43.01,1
2016,2,13,6,3,4,2,15.8,1838,52,0.8,5.54,14.58,72.92,1
2016,2,13,6,3,4,3,6.82,854,20.5,0.8,0,0,21.3,1
2016,2,13,6,3,2,4,19.79,3502,52,0.8,0,10.56,63.36,1
2016,2,13,6,3,3,4,11.96,2072,38,0.8,5.54,8.87,53.21,1
2016,2,13,6,3,3,1,9.9,2400,34.5,0.8,0,0,35.3,2
2016,2,13,6,3,3,4,8.8,1438,28,0.8,5.54,0,34.34,2
2016,2,13,6,3,2,0,21.38,3016,57.5,0.8,5.54,0,63.84,2
2016,2,13,6,3,2,4,18.95,2088,52,0.8,5.54,11.67,70.01,1
2016,2,13,6,3,2,4,20.5,2581,52,0.8,5.54,11.65,69.99,1
2016,2,13,6,3,2,6,14.98,1784,41.5,0.8,0,5.08,47.38,1
2016,2,13,6,3,3,6,3.17,494,11.5,0.8,0,0,12.3,2
2016,2,13,6,3,3,4,9,1769,30,0.8,5.54,6,42.34,1
2016,2,13,6,3,2,4,20.74,2757,52,0.8,5.54,0,58.34,2
2016,2,13,6,3,2,4,22.1,2748,52,0.8,5.54,0,58.34,2
2016,2,13,6,3,2,4,17.9,2524,52,0.8,5.54,10,68.34,1
2016,2,13,6,3,3,4,9.9,1236,29,0.8,5.54,7,42.34,1
2016,2,13,6,3,4,2,20.36,3358,52,0.8,0,5,57.8,1
2016,2,13,6,3,2,4,16.8,1859,52,0.8,5.54,9,67.34,1
2016,2,13,6,3,4,3,10.78,1532,32,0.8,5.54,7.67,46.01,1
2016,2,13,6,3,2,1,12.3,2183,39,0.8,0,9.95,49.75,1
2016,2,13,6,3,2,1,11.63,2120,35.5,0.8,0,0,36.3,2
2016,2,13,6,3,3,6,3.37,770,13,0.8,0,2.76,16.56,1
2016,2,13,6,3,3,4,10.17,1533,31,0.8,5.54,5,42.34,1
2016,2,13,6,3,2,1,14.59,2060,41,0.8,0,8.36,50.16,1
2016,2,13,6,3,2,4,16.7,2390,52,0.8,5.54,0,58.34,2
2016,2,13,6,3,3,6,7,972,21.5,0.8,0,0,22.3,2
2016,2,13,6,3,2,2,19.6,1,2.5,0.8,0,0,3.3,2
2016,2,13,6,3,3,4,10.5,2108,34,0.8,0,6.95,41.75,1
2016,2,13,6,3,4,3,9.53,1413,29.5,0.8,0,0,30.3,2
2016,2,13,6,3,4,2,18.3,3153,52,0.8,5.54,14.55,72.89,1
2016,2,13,6,3,4,3,10.1,2517,37.5,0.8,0,6,44.3,1
2016,2,13,6,3,2,1,12.5,2327,39,0.8,0,0,39.8,2
2016,2,13,6,3,3,4,9.6,1333,28.5,0.8,5.54,0,34.84,2
2016,2,13,6,3,3,1,16.7,1917,46,0.8,0,0,46.8,2
2016,2,13,6,3,2,4,18.3,2860,52,0.8,5.54,0,58.34,2
2016,2,13,6,3,4,3,10.4,1559,31,0.8,5.54,6,43.34,1
2016,2,13,6,4,3,6,3.31,544,11.5,0.8,0,0,12.3,2
2016,2,13,6,4,2,4,2.93,3796,15,0.8,0,0,15.8,2
2016,2,13,6,4,2,4,17.3,2283,52,0.8,5.54,0,58.34,2
2016,2,13,6,4,3,4,8.91,1006,25.5,0.8,5.54,6.37,38.21,1
2016,2,13,6,4,3,4,10.5,1670,31.5,0.8,5.54,7.55,45.39,1
2016,2,13,6,4,2,4,16.4,2219,52,0.8,5.54,0,58.34,2
2016,2,13,6,4,2,6,12.38,1968,36.5,0.8,0,0,37.3,2
2016,2,13,6,4,2,4,17,2261,52,0.8,5.54,8,66.34,1
2016,2,13,6,4,2,1,10.7,2011,34,0.8,0,6.96,41.76,1
2016,2,13,6,4,4,3,15.81,1566,42.5,0.8,5.54,0,48.84,2
2016,2,13,6,4,2,6,11.39,1444,32,0.8,0,6.56,39.36,1
2016,2,13,6,4,3,4,9.1,1321,27.5,0.8,5.54,3,36.84,1
2016,2,13,6,4,2,6,12,1327,33.5,0.8,0,6.85,41.15,1
2016,2,13,6,4,3,1,23.05,2380,61,0.8,0,0,61.8,2
2016,2,13,6,4,2,4,17.7,2432,52,0.8,5.54,11.65,69.99,1
2016,2,13,6,4,2,2,1.2,118,5.5,1.8,0,0,7.3,3
2016,2,13,6,4,2,4,24.5,2960,52,0.8,0,0,52.8,2
2016,2,13,6,4,4,2,18.41,2466,52,0.8,5.54,5,63.34,1
2016,2,13,6,4,4,2,19.88,2107,52,0.8,5.54,0,58.34,2
2016,2,13,6,4,4,2,20.38,2346,52,0.8,5.54,9,67.34,1
2016,2,13,6,4,3,4,10.89,1759,33,0.8,5.54,5,44.34,1
2016,2,13,6,4,4,3,8.1,812,23,0.8,5.54,5.87,35.21,1
2016,2,13,6,4,2,6,1.9,457,9,0.8,0,0,9.8,2
2016,2,13,6,4,3,1,10.4,1279,29.5,0.8,0,9.09,39.39,1
2016,2,13,6,4,2,4,23.58,7900,52,0.8,5.54,0,58.34,2
2016,2,13,6,4,3,4,6.21,747,19,0.8,5.54,6.34,31.68,1
2016,2,13,6,4,3,4,11,1557,32.5,0.8,5.54,5,43.84,1
2016,2,13,6,4,3,4,11.6,1741,34,0.8,5.54,0,40.34,2
2016,2,13,6,4,3,4,10.34,1330,29.5,0.8,5.54,0,35.84,1
2016,2,13,6,4,3,4,8.26,1306,25.5,0.8,5.54,0,31.84,2
2016,2,13,6,4,3,6,7.4,1280,24,0.8,0,6.2,31,1
2016,2,13,6,4,2,4,20.76,2426,52,0.8,5.54,5.08,63.42,1
2016,2,13,6,4,2,4,17.44,2771,52,0.8,5.54,11.67,70.01,1
2016,2,13,6,4,3,6,7,1059,21.5,0.8,0,0,22.3,2
2016,2,13,6,4,2,4,18.2,2993,52,0.8,5.54,0,58.34,2
2016,2,13,6,4,3,4,10.3,1288,29.5,0.8,5.54,0,35.84,2
2016,2,13,6,4,2,4,18,2870,52,0.8,5.54,8,66.34,1
2016,2,13,6,4,2,1,16.78,2509,48,0.8,0,12.2,61,1
2016,2,13,6,4,2,1,17.3,2229,49,0.8,0,0,49.8,2
2016,2,13,6,4,6,2,14.96,2296,45.5,0.8,0,9.26,55.56,1
2016,2,13,6,4,3,4,10.6,2650,38,1.8,5.54,0,45.34,2
2016,2,13,6,4,3,6,10.28,1250,29,0.8,0,5.96,35.76,1
2016,2,13,6,4,3,4,7.61,1728,26,0.8,0,0,26.8,2
2016,2,13,6,4,4,3,11.3,1345,32,0.8,5.54,7.65,45.99,1
2016,2,13,6,4,2,2,2.98,461,10.5,0.8,0,0,11.3,2
2016,2,13,6,4,2,3,12.4,1404,34.5,0.8,0,7.05,42.35,1
2016,2,13,6,4,2,4,19.31,2156,52,0.8,5.54,0,58.34,2
2016,2,13,6,4,3,4,9.65,1635,30,0.8,5.54,0,36.34,2
2016,2,13,6,4,2,2,0,17,52,0.8,5.54,10,68.34,1
2016,2,13,6,4,4,2,15.5,2324,52,0.8,5.54,11.65,69.99,1
2016,2,13,6,4,2,4,18.7,3715,52,0.8,0,10.55,63.35,1
2016,3,3,4,5,2,2,12.18,1645,36,1.3,0,0,37.3,1
2016,3,3,4,5,2,4,18.88,2962,52,0.8,5.54,17.5,75.84,1
2016,3,3,4,5,2,4,18.81,2167,52,0.8,0,10.56,63.36,1
2016,3,3,4,5,2,1,15.84,2039,45,1.3,0,9.26,55.56,1
2016,3,3,4,5,2,4,17.7,2162,52,0.8,0,10.55,63.35,1
2016,3,3,4,5,3,1,10.32,1421,30.5,1.3,0,6.36,38.16,1
2016,3,3,4,5,2,2,13.8,1089,37,1.3,0,7.66,45.96,1
2016,3,3,4,5,2,4,25.5,2563,52,0.8,0,13.2,66,1
2016,3,3,4,5,3,4,10.2,1522,31,1.3,5.54,4,41.84,1
2016,3,3,4,5,3,1,10.96,1700,33,1.3,0,6.86,41.16,1
2016,3,3,4,5,3,6,4.93,968,17.5,1.3,0,5.64,24.44,1
2016,3,3,4,5,2,6,6.73,850,20,1.3,0,0,21.3,2
2016,3,3,4,5,3,4,8.8,1219,27,1.3,5.54,6.75,40.59,1
2016,3,3,4,5,3,1,12.54,1703,37,1.3,0,7.66,45.96,1
2016,3,3,4,5,3,1,12.1,1474,35,1.3,0,6,42.3,1
2016,3,3,4,5,2,4,21.8,1988,52,0.8,5.54,11.65,69.99,1
2016,3,3,4,5,2,4,17.4,1800,52,0.8,5.54,14.55,72.89,1
2016,3,3,4,5,3,4,9.7,1637,31,1.3,0,0,32.3,2
2016,3,4,5,0,2,4,20.3,2527,52,0.8,0,0,52.8,2
2016,3,4,5,0,2,0,18.1,1631,49.5,1.3,5.54,0,56.34,2
2016,3,4,5,0,2,1,22.83,1980,60,1.3,0,12.26,73.56,1
2016,3,4,5,0,3,1,7.1,902,21,1.3,0,6.65,28.95,1
2016,3,4,5,0,3,4,8.76,951,25.5,1.3,5.54,6.47,38.81,1
2016,3,4,5,0,3,4,8.8,1096,26,1.3,5.54,6.56,39.4,1
2016,3,4,5,0,3,4,9.3,963,26.5,1.3,5.54,5,38.34,1
2016,3,4,5,0,2,4,18.5,1938,52,0.8,5.54,14.55,72.89,1
2016,3,4,5,0,3,6,2.4,725,10.5,1.3,0,0,11.8,2
2016,3,4,5,0,2,4,19,2011,52,0.8,0,0,52.8,2
2016,3,4,5,0,4,3,10.5,1838,32,1.3,0,6.65,39.95,1
2016,3,4,5,0,4,3,12.3,1703,35.5,1.3,0,7.35,44.15,1
2016,3,4,5,0,4,2,19.72,1716,52,0.8,0,0,52.8,2
2016,3,4,5,0,6,2,14.1,1131,52,0.8,0,10.55,63.35,1
2016,3,4,5,1,4,2,17.86,1921,52,0.8,5.54,0,58.34,2
2016,3,4,5,1,4,3,11.1,1312,32,1.3,5.54,7.76,46.6,1
2016,3,4,5,1,2,1,16.74,1840,46.5,1.3,0,0,47.8,1
2016,3,4,5,1,4,2,16.27,2199,52,0.8,0,13,65.8,1
2016,3,4,5,1,2,6,5.7,813,18,1.3,0,3.86,23.16,1
2016,3,4,5,1,4,3,9.58,1143,28,1.3,5.54,8.71,43.55,1
2016,3,4,5,1,4,3,8.9,1005,25.5,1.3,5.54,6.47,38.81,1
2016,3,4,5,1,6,3,1.67,318,7,1.3,0,0,8.3,2
2016,3,4,5,1,2,1,11.44,1512,32.5,1.3,0,0,33.8,2
2016,3,4,5,1,0,2,16.05,1442,43,1.3,5.54,0,49.84,2
2016,3,4,5,1,4,3,9.2,1206,27,1.3,5.54,6.75,40.59,1
2016,3,4,5,1,2,4,21.57,2327,52,0.8,5.54,11.67,70.01,1
2016,3,4,5,1,4,2,18.5,1839,52,0.8,5.54,11.65,69.99,1
2016,3,4,5,1,2,4,21.39,3006,52,0.8,5.54,11.67,70.01,1
2016,3,4,5,1,4,2,14.92,1709,52,0.8,5.54,11.67,70.01,1
2016,3,4,5,1,1,2,12.4,2328,41,1.3,0,8.46,50.76,1
2016,3,4,5,1,4,2,20,2535,52,0.8,5.54,10,68.34,1
2016,3,4,5,1,4,3,14.9,1649,41.5,0.8,5.54,9.55,57.39,1
2016,3,4,5,1,2,4,17.96,2833,52,0.8,5.54,11.67,70.01,1
2016,3,4,5,1,2,4,19.07,3632,52,0.8,5.54,11.67,70.01,1
